transaction_id,customer_id,merchant_id,transaction_time,is_fraudulent,card_type,location,purchase_category,transaction_description,amount_robust,customer_age_robust
30,1070,2004,2023-01-01 00:00:29,No,MasterCard,City-15,Online Shopping,Purchase at Merchant-2004,0.7991900905192948,0.4230769230769231
31,1054,2034,2023-01-01 00:00:30,Yes,MasterCard,City-44,Gas Station,Purchase at Merchant-2034,-0.09484362243233797,-0.7692307692307693
33,1058,2085,2023-01-01 00:00:32,Yes,Discover,City-37,Retail,Purchase at Merchant-2085,0.3565489592949814,-0.34615384615384615
34,1076,2071,2023-01-01 00:00:33,No,Visa,City-50,Gas Station,Purchase at Merchant-2071,-0.3467043187923908,-0.46153846153846156
35,1036,2023,2023-01-01 00:00:34,Yes,MasterCard,City-18,Online Shopping,Purchase at Merchant-2023,0.5478829080830823,0.5384615384615384
36,1001,2083,2023-01-01 00:00:35,Yes,MasterCard,City-31,Retail,Purchase at Merchant-2083,0.830465604051722,0.8461538461538461
37,1098,2006,2023-01-01 00:00:36,No,MasterCard,City-17,Restaurant,Purchase at Merchant-2006,0.403105410796289,0.2692307692307692
38,1021,2093,2023-01-01 00:00:37,Yes,Visa,City-39,Travel,Purchase at Merchant-2093,0.2202935995998885,0.6538461538461539
39,1090,2063,2023-01-01 00:00:38,No,American Express,City-14,Groceries,Purchase at Merchant-2063,0.9189784109801349,0.8461538461538461
40,1055,2003,2023-01-01 00:00:39,No,Discover,City-41,Online Shopping,Purchase at Merchant-2003,0.14859575494357113,-0.8461538461538461
41,1044,2008,2023-01-01 00:00:40,No,American Express,City-20,Online Shopping,Purchase at Merchant-2008,0.4605206193820808,-0.6538461538461539
42,1036,2011,2023-01-01 00:00:41,Yes,Visa,City-50,Restaurant,Purchase at Merchant-2011,-0.3453897232232698,0.8461538461538461
43,1020,2041,2023-01-01 00:00:42,Yes,Discover,City-31,Gas Station,Purchase at Merchant-2041,-0.26827534945508535,-0.19230769230769232
44,1028,2078,2023-01-01 00:00:43,No,American Express,City-25,Online Shopping,Purchase at Merchant-2078,0.626045004635679,0.34615384615384615
45,1098,2039,2023-01-01 00:00:44,No,Discover,City-45,Groceries,Purchase at Merchant-2039,-0.24392271364154836,-0.8846153846153846
46,1044,2009,2023-01-01 00:00:45,No,Visa,City-34,Restaurant,Purchase at Merchant-2009,-0.38255027586738605,-0.5769230769230769
47,1014,2053,2023-01-01 00:00:46,Yes,MasterCard,City-35,Groceries,Purchase at Merchant-2053,-0.00961829284444888,-0.23076923076923078
49,1049,2086,2023-01-01 00:00:48,No,MasterCard,City-14,Retail,Purchase at Merchant-2086,0.4957122439256788,-0.6153846153846154
50,1013,2085,2023-01-01 00:00:49,Yes,Visa,City-46,Online Shopping,Purchase at Merchant-2085,-0.5250069683449341,-0.8076923076923077
51,1046,2012,2023-01-01 00:00:50,No,Visa,City-33,Groceries,Purchase at Merchant-2012,-0.6386789599473371,0.46153846153846156
52,1045,2051,2023-01-01 00:00:51,Yes,Discover,City-27,Retail,Purchase at Merchant-2051,0.38886428827005143,0.07692307692307693
53,1078,2093,2023-01-01 00:00:52,No,Visa,City-6,Travel,Purchase at Merchant-2093,-0.1663319225317728,-0.34615384615384615
54,1034,2018,2023-01-01 00:00:53,No,American Express,City-26,Retail,Purchase at Merchant-2018,0.7623300168624064,0.15384615384615385
55,1006,2031,2023-01-01 00:00:54,No,Visa,City-41,Restaurant,Purchase at Merchant-2031,-0.3349164490500318,0.038461538461538464
56,1094,2015,2023-01-01 00:00:55,Yes,Discover,City-48,Groceries,Purchase at Merchant-2015,0.5969875004694984,-0.8846153846153846
57,1059,2074,2023-01-01 00:00:56,Yes,American Express,City-6,Groceries,Purchase at Merchant-2074,0.8911663131425951,-0.2692307692307692
58,1069,2095,2023-01-01 00:00:57,No,Visa,City-45,Groceries,Purchase at Merchant-2095,-0.1791517003750057,0.7692307692307693
59,1016,2065,2023-01-01 00:00:58,Yes,MasterCard,City-34,Retail,Purchase at Merchant-2065,0.7400293362379634,-0.2692307692307692
60,1049,2016,2023-01-01 00:00:59,No,American Express,City-43,Retail,Purchase at Merchant-2016,-0.05838682320567598,-0.8846153846153846
61,1011,2067,2023-01-01 00:01:00,Yes,Visa,City-31,Groceries,Purchase at Merchant-2067,-0.6739654725921651,-0.2692307692307692
62,1071,2086,2023-01-01 00:01:01,No,MasterCard,City-30,Groceries,Purchase at Merchant-2086,0.4816707817791123,-0.6538461538461539
63,1038,2075,2023-01-01 00:01:02,No,Visa,City-25,Restaurant,Purchase at Merchant-2075,-0.21406063745035678,-0.34615384615384615
64,1081,2100,2023-01-01 00:01:03,No,Visa,City-20,Online Shopping,Purchase at Merchant-2100,0.8998960184557356,-0.7692307692307693
65,1080,2068,2023-01-01 00:01:04,Yes,Discover,City-47,Gas Station,Purchase at Merchant-2068,0.7492690650952141,-0.3076923076923077
66,1047,2033,2023-01-01 00:01:05,Yes,Discover,City-21,Online Shopping,Purchase at Merchant-2033,0.5812163073109305,-0.6538461538461539
67,1074,2064,2023-01-01 00:01:06,No,Discover,City-34,Restaurant,Purchase at Merchant-2064,-0.22217159327006142,0.6923076923076923
68,1025,2012,2023-01-01 00:01:07,No,American Express,City-44,Online Shopping,Purchase at Merchant-2012,0.7431250605405852,0.6538461538461539
69,1091,2031,2023-01-01 00:01:08,No,Discover,City-4,Restaurant,Purchase at Merchant-2031,-0.6804830990453862,0.0
70,1009,2077,2023-01-01 00:01:09,No,American Express,City-35,Retail,Purchase at Merchant-2077,-0.2532711684481249,-0.23076923076923078
71,1006,2016,2023-01-01 00:01:10,Yes,American Express,City-19,Groceries,Purchase at Merchant-2016,-0.11765432660089076,-0.07692307692307693
72,1085,2099,2023-01-01 00:01:11,No,American Express,City-13,Groceries,Purchase at Merchant-2099,0.6387619870359131,-0.6538461538461539
73,1030,2041,2023-01-01 00:01:12,No,Visa,City-6,Retail,Purchase at Merchant-2041,0.8124665173496961,0.038461538461538464
74,1099,2043,2023-01-01 00:01:13,No,American Express,City-40,Retail,Purchase at Merchant-2043,-0.6772153900592853,-0.8461538461538461
75,1038,2075,2023-01-01 00:01:14,No,Visa,City-27,Restaurant,Purchase at Merchant-2075,0.892805109724251,-0.038461538461538464
76,1011,2095,2023-01-01 00:01:15,No,American Express,City-41,Retail,Purchase at Merchant-2095,-0.5469636796024189,-0.8846153846153846
78,1013,2096,2023-01-01 00:01:17,No,Visa,City-11,Online Shopping,Purchase at Merchant-2096,-0.042793545236913914,-0.038461538461538464
79,1049,2096,2023-01-01 00:01:18,No,American Express,City-47,Gas Station,Purchase at Merchant-2096,-0.4405269057187873,-0.2692307692307692
80,1036,2031,2023-01-01 00:01:19,Yes,Discover,City-5,Groceries,Purchase at Merchant-2031,-0.5849545031322958,-0.4230769230769231
81,1059,2055,2023-01-01 00:01:20,No,MasterCard,City-45,Gas Station,Purchase at Merchant-2055,0.00664513233924864,-0.9615384615384616
82,1082,2028,2023-01-01 00:01:21,Yes,MasterCard,City-29,Restaurant,Purchase at Merchant-2028,-0.6628437963938568,0.7692307692307693
83,1047,2019,2023-01-01 00:01:22,Yes,Discover,City-37,Gas Station,Purchase at Merchant-2019,0.6631976499380261,-0.9615384615384616
84,1021,2014,2023-01-01 00:01:23,Yes,Discover,City-48,Travel,Purchase at Merchant-2014,0.7106673994136706,0.07692307692307693
85,1048,2023,2023-01-01 00:01:24,No,American Express,City-3,Restaurant,Purchase at Merchant-2023,-0.4271377992681755,-0.6153846153846154
86,1046,2028,2023-01-01 00:01:25,No,Discover,City-41,Groceries,Purchase at Merchant-2028,-0.6003797500884634,-0.2692307692307692
87,1027,2036,2023-01-01 00:01:26,Yes,MasterCard,City-2,Groceries,Purchase at Merchant-2036,0.22289709187738085,0.11538461538461539
88,1086,2057,2023-01-01 00:01:27,Yes,Discover,City-21,Online Shopping,Purchase at Merchant-2057,0.010229134996115496,-0.038461538461538464
89,1035,2053,2023-01-01 00:01:28,No,MasterCard,City-13,Travel,Purchase at Merchant-2053,-0.11622112090523247,-0.07692307692307693
90,1090,2033,2023-01-01 00:01:29,No,Discover,City-43,Online Shopping,Purchase at Merchant-2033,0.7062867320735621,0.6923076923076923
91,1088,2076,2023-01-01 00:01:30,Yes,American Express,City-5,Groceries,Purchase at Merchant-2076,-0.01306391702035548,-1.0
92,1083,2008,2023-01-01 00:01:31,No,Visa,City-9,Retail,Purchase at Merchant-2008,0.33934258360531283,-0.15384615384615385
93,1010,2063,2023-01-01 00:01:32,No,Visa,City-27,Restaurant,Purchase at Merchant-2063,-0.2776415957806425,0.8846153846153846
94,1078,2069,2023-01-01 00:01:33,Yes,American Express,City-2,Restaurant,Purchase at Merchant-2069,-0.7661393787596938,0.7307692307692307
95,1082,2048,2023-01-01 00:01:34,Yes,MasterCard,City-24,Groceries,Purchase at Merchant-2048,0.9064452742760333,-0.5
96,1022,2090,2023-01-01 00:01:35,No,Visa,City-21,Retail,Purchase at Merchant-2090,0.4188014842080501,-0.8461538461538461
97,1069,2015,2023-01-01 00:01:36,No,American Express,City-45,Gas Station,Purchase at Merchant-2015,0.22485811263612984,-0.5
98,1094,2041,2023-01-01 00:01:37,Yes,MasterCard,City-32,Gas Station,Purchase at Merchant-2041,-0.6960981222040135,0.5
99,1032,2070,2023-01-01 00:01:38,No,American Express,City-20,Retail,Purchase at Merchant-2070,0.04898697067759976,0.7307692307692307
100,1021,2055,2023-01-01 00:01:39,No,American Express,City-4,Groceries,Purchase at Merchant-2055,0.0005406644934655057,0.15384615384615385
101,1060,2061,2023-01-01 00:01:40,No,Visa,City-9,Travel,Purchase at Merchant-2061,-0.5481300125133683,0.8461538461538461
102,1049,2088,2023-01-01 00:01:41,Yes,American Express,City-41,Travel,Purchase at Merchant-2088,-0.006815140187285461,0.2692307692307692
103,1035,2032,2023-01-01 00:01:42,No,Discover,City-35,Restaurant,Purchase at Merchant-2032,0.9141608630072806,-0.5
104,1082,2036,2023-01-01 00:01:43,Yes,MasterCard,City-49,Travel,Purchase at Merchant-2036,0.2716438770487429,0.11538461538461539
105,1089,2019,2023-01-01 00:01:44,No,Visa,City-20,Gas Station,Purchase at Merchant-2019,-0.3068473626049947,-0.3076923076923077
106,1072,2047,2023-01-01 00:01:45,Yes,Discover,City-22,Retail,Purchase at Merchant-2047,-0.3620821216979435,0.15384615384615385
107,1029,2061,2023-01-01 00:01:46,Yes,Discover,City-40,Groceries,Purchase at Merchant-2061,0.24591536376737383,-0.07692307692307693
108,1088,2092,2023-01-01 00:01:47,No,American Express,City-24,Retail,Purchase at Merchant-2092,0.2323799714940328,-0.07692307692307693
109,1042,2048,2023-01-01 00:01:48,No,MasterCard,City-35,Restaurant,Purchase at Merchant-2048,0.2076734821363265,0.9230769230769231
110,1099,2040,2023-01-01 00:01:49,No,American Express,City-49,Online Shopping,Purchase at Merchant-2040,0.07046133408716648,0.7692307692307693
111,1100,2003,2023-01-01 00:01:50,No,MasterCard,City-29,Travel,Purchase at Merchant-2003,-0.3018775983030845,0.46153846153846156
112,1008,2083,2023-01-01 00:01:51,Yes,American Express,City-28,Restaurant,Purchase at Merchant-2083,-0.23817407617537698,0.9230769230769231
113,1030,2078,2023-01-01 00:01:52,Yes,Visa,City-37,Groceries,Purchase at Merchant-2078,0.384222678651561,-0.46153846153846156
114,1005,2005,2023-01-01 00:01:53,No,Discover,City-21,Travel,Purchase at Merchant-2005,-0.7224513154851451,0.19230769230769232
115,1041,2095,2023-01-01 00:01:54,Yes,Discover,City-24,Online Shopping,Purchase at Merchant-2095,0.1409454017819194,0.15384615384615385
116,1052,2085,2023-01-01 00:01:55,Yes,Discover,City-37,Online Shopping,Purchase at Merchant-2085,-0.040354130301131386,0.7692307692307693
117,1035,2007,2023-01-01 00:01:56,No,American Express,City-7,Online Shopping,Purchase at Merchant-2007,-0.9405219636301816,0.15384615384615385
118,1009,2089,2023-01-01 00:01:57,Yes,Visa,City-41,Retail,Purchase at Merchant-2089,-0.2447806602235011,0.9230769230769231
119,1028,2086,2023-01-01 00:01:58,No,Discover,City-11,Groceries,Purchase at Merchant-2086,-0.48946346709260885,-0.5769230769230769
120,1073,2031,2023-01-01 00:01:59,No,Discover,City-27,Online Shopping,Purchase at Merchant-2031,0.8899090458013003,-0.2692307692307692
121,1092,2033,2023-01-01 00:02:00,No,American Express,City-34,Restaurant,Purchase at Merchant-2033,0.3837620759935081,0.8846153846153846
122,1041,2071,2023-01-01 00:02:01,No,American Express,City-6,Online Shopping,Purchase at Merchant-2071,0.8219138139283872,0.8076923076923077
123,1028,2050,2023-01-01 00:02:02,No,Discover,City-15,Travel,Purchase at Merchant-2050,0.8069214939340804,-0.5769230769230769
124,1084,2040,2023-01-01 00:02:03,No,American Express,City-3,Groceries,Purchase at Merchant-2040,0.27631118552798306,-0.38461538461538464
125,1064,2082,2023-01-01 00:02:04,Yes,Visa,City-32,Restaurant,Purchase at Merchant-2082,0.8055100334282871,-0.6153846153846154
126,1051,2090,2023-01-01 00:02:05,No,Visa,City-34,Retail,Purchase at Merchant-2090,-0.035093771189205,0.15384615384615385
127,1083,2047,2023-01-01 00:02:06,Yes,Visa,City-16,Travel,Purchase at Merchant-2047,-0.4214860267386762,0.23076923076923078
128,1059,2088,2023-01-01 00:02:07,Yes,Discover,City-29,Restaurant,Purchase at Merchant-2088,-0.3025477455180199,-0.2692307692307692
129,1019,2016,2023-01-01 00:02:08,No,Discover,City-14,Restaurant,Purchase at Merchant-2016,0.592181813509298,0.9230769230769231
130,1034,2069,2023-01-01 00:02:09,Yes,Discover,City-7,Groceries,Purchase at Merchant-2069,0.4036055501631878,0.6923076923076923
131,1018,2031,2023-01-01 00:02:10,No,MasterCard,City-34,Groceries,Purchase at Merchant-2031,0.805541662795364,-0.8461538461538461
132,1032,2057,2023-01-01 00:02:11,Yes,Discover,City-45,Gas Station,Purchase at Merchant-2057,0.9311774624944895,-0.5769230769230769
133,1096,2050,2023-01-01 00:02:12,No,American Express,City-45,Travel,Purchase at Merchant-2050,0.5680446527589704,0.3076923076923077
134,1072,2002,2023-01-01 00:02:13,No,Visa,City-16,Groceries,Purchase at Merchant-2002,0.15466661658683536,0.6153846153846154
135,1069,2051,2023-01-01 00:02:14,Yes,Discover,City-23,Groceries,Purchase at Merchant-2051,0.8243512520287274,0.19230769230769232
136,1034,2033,2023-01-01 00:02:15,Yes,MasterCard,City-38,Groceries,Purchase at Merchant-2033,0.4229113250925653,0.5384615384615384
137,1096,2039,2023-01-01 00:02:16,Yes,Discover,City-20,Restaurant,Purchase at Merchant-2039,0.22795779060963617,0.0
138,1075,2012,2023-01-01 00:02:17,Yes,American Express,City-7,Travel,Purchase at Merchant-2012,0.6307004521022657,0.8846153846153846
139,1055,2097,2023-01-01 00:02:18,Yes,MasterCard,City-11,Groceries,Purchase at Merchant-2097,-0.48356063646193903,0.9230769230769231
140,1075,2031,2023-01-01 00:02:19,Yes,Discover,City-48,Restaurant,Purchase at Merchant-2031,0.1369383563404032,-0.7692307692307693
141,1052,2039,2023-01-01 00:02:20,No,Discover,City-16,Gas Station,Purchase at Merchant-2039,0.783227144322825,-0.6923076923076923
142,1047,2027,2023-01-01 00:02:21,No,Visa,City-49,Travel,Purchase at Merchant-2027,-0.356456048029194,0.8461538461538461
143,1029,2021,2023-01-01 00:02:22,No,Visa,City-48,Restaurant,Purchase at Merchant-2021,0.7638165971150062,0.8076923076923077
144,1018,2057,2023-01-01 00:02:23,No,MasterCard,City-17,Travel,Purchase at Merchant-2057,-0.21686774377840468,0.23076923076923078
145,1066,2081,2023-01-01 00:02:24,No,American Express,City-21,Groceries,Purchase at Merchant-2081,-0.6825152858800576,-0.6538461538461539
146,1064,2041,2023-01-01 00:02:25,No,MasterCard,City-38,Travel,Purchase at Merchant-2041,-0.3402736730986303,0.038461538461538464
147,1012,2099,2023-01-01 00:02:26,Yes,Visa,City-46,Gas Station,Purchase at Merchant-2099,0.06966862307480942,-0.7692307692307693
148,1097,2083,2023-01-01 00:02:27,No,Discover,City-12,Online Shopping,Purchase at Merchant-2083,-0.06174942029300651,-0.6153846153846154
149,1007,2053,2023-01-01 00:02:28,Yes,American Express,City-13,Gas Station,Purchase at Merchant-2053,0.8027266491255466,-0.34615384615384615
150,1015,2005,2023-01-01 00:02:29,Yes,American Express,City-12,Gas Station,Purchase at Merchant-2005,0.8949796287107671,0.7307692307692307
151,1020,2036,2023-01-01 00:02:30,No,MasterCard,City-24,Groceries,Purchase at Merchant-2036,0.46185893697650915,0.4230769230769231
152,1081,2011,2023-01-01 00:02:31,No,American Express,City-45,Travel,Purchase at Merchant-2011,-0.843326895439243,0.5
153,1021,2100,2023-01-01 00:02:32,Yes,MasterCard,City-34,Restaurant,Purchase at Merchant-2100,-0.20613748099766938,0.34615384615384615
154,1088,2063,2023-01-01 00:02:33,No,Discover,City-4,Gas Station,Purchase at Merchant-2063,-0.5939886411035485,0.11538461538461539
155,1055,2061,2023-01-01 00:02:34,No,Visa,City-48,Online Shopping,Purchase at Merchant-2061,0.5450382418816311,0.07692307692307693
156,1077,2095,2023-01-01 00:02:35,No,American Express,City-12,Restaurant,Purchase at Merchant-2095,0.43042132293781465,0.46153846153846156
157,1009,2053,2023-01-01 00:02:36,No,Discover,City-19,Online Shopping,Purchase at Merchant-2053,-0.25707657667452793,0.38461538461538464
158,1050,2043,2023-01-01 00:02:37,Yes,Visa,City-23,Online Shopping,Purchase at Merchant-2043,0.5604694193441254,0.46153846153846156
159,1049,2092,2023-01-01 00:02:38,Yes,American Express,City-21,Restaurant,Purchase at Merchant-2092,-0.03991329599750141,-0.3076923076923077
160,1077,2055,2023-01-01 00:02:39,No,Visa,City-32,Gas Station,Purchase at Merchant-2055,-0.5344443807464135,0.6153846153846154
162,1068,2021,2023-01-01 00:02:41,No,MasterCard,City-7,Travel,Purchase at Merchant-2021,-0.27211238704856494,-0.8461538461538461
163,1033,2090,2023-01-01 00:02:42,Yes,Discover,City-50,Groceries,Purchase at Merchant-2090,0.2502050966771372,0.4230769230769231
164,1071,2034,2023-01-01 00:02:43,Yes,American Express,City-25,Restaurant,Purchase at Merchant-2034,0.13413322684779744,-0.2692307692307692
165,1002,2065,2023-01-01 00:02:44,Yes,Visa,City-12,Groceries,Purchase at Merchant-2065,0.5721703083270239,0.6923076923076923
166,1088,2009,2023-01-01 00:02:45,Yes,Discover,City-45,Retail,Purchase at Merchant-2009,0.9137872411086885,-0.9230769230769231
167,1093,2046,2023-01-01 00:02:46,Yes,American Express,City-30,Travel,Purchase at Merchant-2046,-0.018286716258878483,0.0
168,1015,2054,2023-01-01 00:02:47,Yes,Discover,City-18,Gas Station,Purchase at Merchant-2054,-0.35505842537149684,0.7307692307692307
169,1088,2078,2023-01-01 00:02:48,Yes,MasterCard,City-50,Online Shopping,Purchase at Merchant-2078,0.7687250795182055,0.34615384615384615
170,1069,2094,2023-01-01 00:02:49,No,Discover,City-14,Retail,Purchase at Merchant-2094,-0.5804097584504774,-0.7307692307692307
171,1097,2071,2023-01-01 00:02:50,Yes,MasterCard,City-22,Travel,Purchase at Merchant-2071,0.6255784714712993,-0.5769230769230769
172,1035,2095,2023-01-01 00:02:51,No,Visa,City-7,Online Shopping,Purchase at Merchant-2095,-0.6038372352770239,0.11538461538461539
173,1099,2042,2023-01-01 00:02:52,No,MasterCard,City-19,Restaurant,Purchase at Merchant-2042,0.8486979573359374,-0.15384615384615385
174,1083,2059,2023-01-01 00:02:53,Yes,MasterCard,City-39,Retail,Purchase at Merchant-2059,0.2194534445369164,-0.038461538461538464
175,1044,2089,2023-01-01 00:02:54,Yes,Discover,City-9,Online Shopping,Purchase at Merchant-2089,-0.39168918611708015,-0.8076923076923077
176,1015,2004,2023-01-01 00:02:55,No,MasterCard,City-33,Restaurant,Purchase at Merchant-2004,-0.8558936383458631,0.7692307692307693
177,1038,2098,2023-01-01 00:02:56,Yes,American Express,City-27,Retail,Purchase at Merchant-2098,0.771803012301847,-1.0
178,1056,2007,2023-01-01 00:02:57,Yes,Discover,City-13,Groceries,Purchase at Merchant-2007,0.05834728649683009,-0.3076923076923077
179,1021,2083,2023-01-01 00:02:58,No,Visa,City-9,Groceries,Purchase at Merchant-2083,0.02008761334680213,-0.9230769230769231
180,1059,2083,2023-01-01 00:02:59,Yes,MasterCard,City-32,Travel,Purchase at Merchant-2083,-0.4852844369676135,0.34615384615384615
181,1001,2024,2023-01-01 00:03:00,No,American Express,City-45,Travel,Purchase at Merchant-2024,-0.2329315085824311,0.038461538461538464
182,1093,2081,2023-01-01 00:03:01,Yes,Discover,City-4,Travel,Purchase at Merchant-2081,0.40817994737664043,0.15384615384615385
183,1093,2057,2023-01-01 00:03:02,No,Discover,City-10,Retail,Purchase at Merchant-2057,0.7084671815664048,-0.5384615384615384
184,1034,2083,2023-01-01 00:03:03,No,MasterCard,City-14,Restaurant,Purchase at Merchant-2083,-0.3866383715620361,-0.6538461538461539
185,1065,2018,2023-01-01 00:03:04,Yes,Visa,City-7,Restaurant,Purchase at Merchant-2018,-0.572150539972601,-0.23076923076923078
186,1098,2001,2023-01-01 00:03:05,Yes,MasterCard,City-30,Retail,Purchase at Merchant-2001,-0.3907343745984553,0.9230769230769231
187,1023,2052,2023-01-01 00:03:06,Yes,MasterCard,City-17,Groceries,Purchase at Merchant-2052,-0.9185790902207928,0.2692307692307692
188,1065,2026,2023-01-01 00:03:07,Yes,Visa,City-41,Restaurant,Purchase at Merchant-2026,0.29628908450773817,-0.038461538461538464
189,1014,2081,2023-01-01 00:03:08,No,Visa,City-3,Restaurant,Purchase at Merchant-2081,-0.1432444614012995,0.23076923076923078
190,1081,2040,2023-01-01 00:03:09,No,American Express,City-9,Online Shopping,Purchase at Merchant-2040,-0.2475007857920883,-0.34615384615384615
191,1039,2041,2023-01-01 00:03:10,Yes,Discover,City-34,Gas Station,Purchase at Merchant-2041,0.5565928450418002,0.2692307692307692
193,1065,2011,2023-01-01 00:03:12,Yes,Visa,City-5,Retail,Purchase at Merchant-2011,-0.09335704217973785,-0.9615384615384616
194,1078,2015,2023-01-01 00:03:13,Yes,American Express,City-3,Online Shopping,Purchase at Merchant-2015,-0.2210625885869383,-0.07692307692307693
195,1026,2021,2023-01-01 00:03:14,No,MasterCard,City-25,Restaurant,Purchase at Merchant-2021,-0.6654868253801949,-0.6153846153846154
196,1020,2032,2023-01-01 00:03:15,No,MasterCard,City-1,Retail,Purchase at Merchant-2032,-0.09838413470947445,-0.34615384615384615
197,1048,2067,2023-01-01 00:03:16,Yes,American Express,City-50,Retail,Purchase at Merchant-2067,-0.3552185490423221,0.11538461538461539
198,1098,2092,2023-01-01 00:03:17,Yes,MasterCard,City-41,Online Shopping,Purchase at Merchant-2092,0.874754625300726,-0.8461538461538461
199,1021,2099,2023-01-01 00:03:18,No,American Express,City-32,Groceries,Purchase at Merchant-2099,-0.07507329117402287,-0.07692307692307693
200,1070,2084,2023-01-01 00:03:19,Yes,Discover,City-25,Groceries,Purchase at Merchant-2084,-0.584907059081681,-0.15384615384615385
201,1100,2098,2023-01-01 00:03:20,Yes,Discover,City-15,Online Shopping,Purchase at Merchant-2098,0.22233962428265572,-0.038461538461538464
202,1068,2017,2023-01-01 00:03:21,No,Visa,City-19,Travel,Purchase at Merchant-2017,-0.41312994332412784,0.5
203,1001,2077,2023-01-01 00:03:22,No,Visa,City-18,Retail,Purchase at Merchant-2077,0.18271988834833408,-0.5384615384615384
204,1077,2088,2023-01-01 00:03:23,Yes,Visa,City-14,Groceries,Purchase at Merchant-2088,-0.3380042660108845,0.5384615384615384
205,1042,2053,2023-01-01 00:03:24,No,American Express,City-14,Travel,Purchase at Merchant-2053,-0.9420105207182238,0.8461538461538461
206,1063,2041,2023-01-01 00:03:25,Yes,Discover,City-18,Restaurant,Purchase at Merchant-2041,-0.871967287327101,0.6923076923076923
207,1003,2058,2023-01-01 00:03:26,No,MasterCard,City-44,Gas Station,Purchase at Merchant-2058,-0.3306306698111529,0.9230769230769231
208,1015,2062,2023-01-01 00:03:27,No,Discover,City-27,Retail,Purchase at Merchant-2062,-0.0332889204303967,0.9230769230769231
209,1047,2095,2023-01-01 00:03:28,Yes,Visa,City-1,Restaurant,Purchase at Merchant-2095,-0.6955544924573844,0.3076923076923077
210,1040,2018,2023-01-01 00:03:29,No,MasterCard,City-12,Retail,Purchase at Merchant-2018,0.6672007417086578,0.8076923076923077
